"Date","Price","Open","High","Low","Vol.","Change %"
"01/31/2019","181.50","182.39","182.39","181.50","2.00K","-0.15%"
"01/30/2019","181.77","181.41","182.39","180.62","18.44K","0.20%"
"01/29/2019","181.41","181.50","181.50","179.82","8.76K","2.30%"
"01/28/2019","177.34","181.50","181.50","177.16","10.72K","-2.39%"
"01/25/2019","181.68","182.39","182.39","181.50","2.09K","-0.24%"
"01/24/2019","182.12","182.39","182.39","181.85","3.05K","-0.15%"
"01/23/2019","182.39","182.39","183.27","182.39","0.61K","0.05%"
"01/22/2019","182.30","182.03","185.04","181.94","175.22K","0.00%"
"01/21/2019","182.30","185.04","185.04","181.94","2.59K","0.25%"
"01/18/2019","181.85","184.16","185.93","181.50","1.57K","0.19%"
"01/17/2019","181.50","181.50","181.50","181.50","0.33K","0.00%"
"01/16/2019","181.50","182.39","182.39","181.50","3.57K","0.00%"
"01/14/2019","181.50","184.16","185.93","179.73","2.51K","0.00%"
"01/11/2019","181.50","180.17","184.16","180.17","54.46K","0.49%"
"01/10/2019","180.62","179.82","180.70","179.73","38.50K","0.30%"
"01/09/2019","180.08","180.08","180.62","179.73","325.24K","-0.30%"
"01/08/2019","180.62","181.50","181.50","180.08","345.76K","-0.48%"
"01/07/2019","181.50","185.93","185.93","181.50","45.23K","-1.44%"
"01/04/2019","184.16","181.68","185.04","181.50","6.98K","1.47%"
"01/03/2019","181.50","183.27","185.04","181.50","529.41K","-1.68%"
"01/02/2019","184.60","188.58","190.27","184.16","26.83K","-2.57%"
